text,label
I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.,1
you are very hopeless,1
i think grammar is good,0
&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;,0
"I'm about to spray perfume on your bitch because if I have to look at trash,it might as well smell decent &#9995;",1
"RT @kcarmouche: How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!",1
"Mother fuck everything you got going on today because I'm going to Vegas in a few hours, bitch.",1
"This bitch forehead. Hairline. Who lied to her &amp; approved this shit &#128514;&#128514;&#128514; https://t.co/8MaDF35ZXe""",1
@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),0
what is the best way to learn note taking,0
bunch of pussies,1
&#8220;@_TheCrownedHead: what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.,1
i enjoy running,0
i have a question about water conservation,0
RT @alexis_mahnal: &#128557;&#128557;@iDntWearCondoms: If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha&#8230;,1
.@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.,1
i think stretching is useful,0
"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke",1
Listing to my dumb ass mom &amp; just getting my eyebrows done at a new place the bitch fucced them up &amp; I have picture day tomorrow &#128529;,1
"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek",0
@maddieevaans @felicity182 idk what ur saying probably desperate for my pussy,1
@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch,1
Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,0
having a blast yesterday...she even had me on the monkey bars tryna kill myself lol! http://t.co/31g1KM56,0
i enjoy cars,0
RT @___iv: &#8220;@CamoQuay: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
@monicawarren16 #pumprules is on bravo...quality trash,0
"RT @Suicide_gawd: Nigga when from "" Can I get a hug"" to
""I got hoes b "" http://t.co/ACLiqHQ5PV",1
i think dancing is helpful,0
ima knock da pussy out like fight night,1
Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh,1
"RT @ShadyLadyHH: When the rose-colored glasses come off and you still want to be there, true love happens.",0
RT @ivanrabago_: @Woody_AFC fucking faggot,1
I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,0
i think cinema is helpful,0
@jesstoth we could get matching burner phones and be ghetto fab for a few months,0
Alcohol....drunk hoe &#171;@Mr__Rude i miss...&#187;,1
"&#8220;@_chrisbrazell: Fuck The Girls , Peep How He Change When A Nigga Squared Up Against Him &#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/FZx4ws7eeE&#8221; &#128514;&#128514;&#128514;&#128514; bitch ass",1
RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.,1
what do you think about cloud computing,0
i love railways,0
SEnd y'all bitch asses fishing with us RT @ikesizzle: We ain't beat San Antonio all season I don't wanna play them nigguhs #straightup,1
what is the best way to learn parks,0
This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,0
@TibaBurger: Straight off the bench #ned #WorldCup2014,0
RT @BroCulture: Dive in the pussy like http://t.co/0YboIklkbt,1
@Beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol,1
She a true boss bitch I respect her,1
i find dinosaurs interesting,0
"Shine on them hoes, let em know you run shit !",1
i find school interesting,0
@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute,1
&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway,0
i think gardening is fascinating,0
"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",1
i am learning airports,0
RT @iLostMySanity: RT @5EarthQUakE: Most trash Halloween candy of all time. Don't debate me on this http://t.co/YMQWTSvD0h,0
you will always be an absolute joke,1
This brownies bro,0
"Then I went inside, in order to hide from mutant bird",0
Just a young niggah wit a promised future. @CaseyVeggies,1
deadass wanted the sauce till shit got real then niggas wanna back up ooh iight then smh pussy,1
i have a question about tablets,0
what do you think about public speaking,0
you are very pathetic,1
"RT @SLIZRD_WIZRD: 3 point on a bitch like Dirk Nowitzki, up in da club like Dirk Nowitzki.",1
@kieffer_jason @sbsylvester then bring yo bitch ass to town east mall let me know when u there bitch!,1
what is a forests,0
Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,0
i think history is exciting,0
RT @_itsKILLA_: Yall hoes love football,1
i think music is fascinating,0
@thundercurlz yo ugly ass 4 eyes havin ass bitch,1
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",0
i like weddings,0
i like sewing,0
"RT @OGSITTI: side hoe: hey, this is my boyfriend

me: http://t.co/On9Hex5L4t",1
is this movie difficult to learn,0
@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe,0
i like science,0
i think public speaking is helpful,0
I ain't bout to listen to this nigga rap about eating pussy,1
So excited for this white trash bash party tonight &#128540;&#127867;,1
i just finished clean my room,0
Miami's run defense is Alex Smith trash.,0
i think project management is fun,0
RT @HiDevon_: The nae nae got to the white ppl it's too late &#128553; &#8220;@ayoTeeshh: Lmao they ate this hoe stonnaaaaa &#128535;&#128168;&#127809;&#127811;&#127810; #NaeNae https://t.co/pn&#8230;,1
"@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking&#9786;&#65039;",0
can you recommend a good fruits,0
why is chemistry important,0
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",0
i just finished fix my computer,0
can you recommend a good swimming,0
what is the best way to learn cars,0
@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh,1
RT @TittyFlex: So they both was selling pussy and doing dirt together and they fell out so they putting each other on blast even though the&#8230;,1
@aerinblazin right &#128514;&#128557; okay bitch,1
i think languages is useful,0
"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",1
so it turns out Hope Solo is one crazy bitch http://t.co/wlqnFDSX0a,1
Nigga a dyke RT @2Girls1Richard: .. RT @_AyooTeezy: Melo garbage ass just now hitting 20k,1
"country boy, hick lyfe, white tee, rebel flag",0
"I do know one thing though, bitches they come they go.",1
@ApevonTarskin WHAT? Smdh another bitch,1
you are nothing but a burden,1
RT @MsAprylJ: Waka gone kill dat hoe lol,1
&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,1
i like cats,0
30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip,0
Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,0
RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU,0
i think blockchain is exciting,0
i have a question about tourism,0
what is critical thinking,0
RT @DrugsForSteph: A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&#8230;,1
Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.,1
I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that,1
i like essays,0
Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging,0
RT @DeeJay138: In some pussy?? Nah work is the best place to be in this weather.,1
what is a gardening,0
If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,1
Not eating pussy is un-American.,1
i think chocolate is great,0
"RT @jerseywolfgod: I don't want the pussy if it makes me want to pay your bills and not sleep my Sunday mornings away, don't ruin my life.",1
My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,0
Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | http://t.co/y3GnT4l7vc,0
RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy,0
I think I'm gonna walk around the house free as a bird.,0
what is a web design,0
RT @Phuneas: Going as Candace for Halloween lmao ugly bitch,1
@G27Status @VikkiFusco @flyersfan You're still a bitch,1
RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4,1
RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,0
of course @pbebt killed it!! Me and my sis @msblaqstallion rocked that bitch hard!! Sadity Committee!!,1
"#CommonQuestionIGet

Why uou so ghetto?",0
RT @NikoWavy: If you know yo pussy smells like death why tf would you sit there an let a nigga finger you? Bitches have no shame man.,1
stop being a mess,1
#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost,0
Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.,0
i think hotels is great,0
"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash &#128686;",0
i usually save money on weekends,0
i love shoes,0
Load this bitch up with Kool Aid,1
@kayylamarieeee haha pussy,1
do you like the economy,0
RT @DragonflyJonez: Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous&#8230;,1
you will always be useless,1
I hate self-rightous bitches in general but my people really get on my fucking nerve sometimes.,1
"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF",1
i think sewing is fun,0
Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,0
&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,1
@_SqueezeMeBaby don't tell the dumb hoes that,1
i think entrepreneurship is interesting,0
what is the best way to learn smartphones,0
RT @FashionIsKEI: These hoes ain't loyal.,1
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",1
you are nothing but a total disaster,1
"POLLOS A L'AST

Dos pollos estaban dando vueltas en una poller&#237;a mientras los estaban cocinando a l'ast, cuando... http://t.co/fXeEAJmyfZ",0
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",0
Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,0
@drunksixthgrade @tbhstop you are a bitch.,1
@zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes,1
i just finished practice yoga,0
"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",0
@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,0
&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,0
#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,0
Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,0
Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5,0
These hoes worried bout the wrong things in life,1
is cyber security difficult to learn,0
you are clearly a burden,1
i think culture is good,0
why is mathematics important,0
how long does it take to learn machine learning,0
you are a nobody,1
"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",0
RT @_MindAtEase: Wet pussy with no smell a mf,1
Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees,0
i think that book is helpful,0
RT @Now_Thats_Fresh: Hoes love exposing other hoes on twitter,1
you are really a disgrace,1
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",0
Tf bitches get a couple RT and be fstow,1
i think time management is great,0
"@nyrkelsmads Im not a bully, you half-retarded talking flotation device! @kimberlymt413 I assure you, Im no bully.",1
I can tell when certain and specific people are posting on a group/corporate fb/twitter page by the consistent retarded hashtags #makeshitup,1
i find novels interesting,0
i am learning physics,0
can you help me with family,0
"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",1
Yaaaaaas bitch,1
I like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol,1
@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,1
"RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your pussy tomorrow",1
This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,0
"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",0
&#8220;@TeeLaydee: @JustKarahn @what_iDO yasss when a bitch get paid tho &#128514;&#128514;&#8221; as long as she dnt act crazy,1
"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX",1
i am learning the ocean,0
RT @thecoreyholcomb: If your man is happy in his next relationship your fucked up ways are a blessing bitch,1
do you like playgrounds,0
Lil bitch,1
@Salondotcom @FoolishReporter I can tell from this tweet that you're a twat.,1
you are so an absolute joke,1
"@RobinFury Drake is bitch made for that, likes Phonte so much and won't do a track over that....",1
what is the best way to learn community,0
Early bird gets the worm!,0
These hoes out here be GOIN UP !!!!!!!! But we not at you bitches that's what hoes do !,1
RT @stoolpresidente: If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...,0
Use to trap them birds now I'm fly like a birdddd,0
i think economics is interesting,0
@10x90 @fucktyler fugly loose hoe,1
Laughing at these hoes #sexy #bomb #lebron #NotOkay,1
i love fashion,0
i have a question about health,0
"@mesmart029 Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah.",0
RT @xenakix2243: Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;,0
Charlie Sheen never disappoints.,0
I need a bitch &#128533;,1
what do you think about cats,0
Charlie xcx is bae,0
@bijoudulcet geminis rule hoe. &#128524;,1
why is the moon important,0
"&#8220;@MadisonMum_: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me",1
The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,0
i think railways is great,0
Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep,0
@urbasicyabish @Mikeaveli fucking faggot,1
you are incompetent,1
i enjoy meditation,0
i love time management,0
When your side bitch won't leave http://t.co/Gw00BnBzQr,1
aye jalen can I borrow 50 dollars?? It aint like yu aint got two jobs?? Well can I borrow some pussy? I aint like yu gone give up no head!,1
i usually prepare dinner on weekends,0
#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8,0
i would like to learn more about bread,0
I got 99 problems but a bitch ain't 1!,1
you are brainless and you know it,1
can you help me with galaxies,0
"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501",0
can you recommend a good innovation,0
i have a question about dancing,0
All it take is for one bitch to open her mouth and niggas start fuckin up.,1
"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",1
@DatBoyRayT bitch ass nigga Rico &#128530;,1
RT @spurs: It's a bird...It's a plane...It's SuperManu #NBASuperHeroes,0
@grrizzIy @YUNGxSMBA the only place for a ho in the garden,1
what is the best way to learn birds,0
&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?,0
i love vocabulary,0
RT @AmandaNer: @royaltyclubvp yeah after she fed up jealous skinny bitches and became one herself.,1
"@BretVonDehl Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one",1
"""hick and raver is a venn diagram that has a very large intersection""",0
today i will lose weight,0
you are repulsive and useless,1
@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,0
There should be a side trip into DC to Charlie Palmers during CPAC @SHannitysHair @TheFriddle @Glock4Piper @alleygirl2409,0
i have a question about theater,0
"RT @Lyl_HOE: I heard ""Love Dont Love You"" by En Vogue at work lastnight .. Shit groovy as a bitch ..",1
RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;,0
i enjoy tourism,0
"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol",0
RT @O3_Millz: I wonder if mfers gon be mad I took they bitch &#128064;&#128514;&#128514;,1
@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo,0
"@GOPBlackChick @barrackobama just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?",0
can you recommend a good software,0
"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",1
"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao",1
Yo bitch choosin just letr,1
@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.,1
@basedgvbe trash,0
i think charity is helpful,0
i think dancing is fascinating,0
@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,1
Everybody @CollinFlemons was bout to fuck a fat bitch,1
RT @BigNorton: I tweet like a nigger,1
RT @CuhCuhCuh: these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,1
i think the circus is helpful,0
"RT @Yankees: #SpringTraining Daily takes a look at the #Yankees&#8217; outfield, perhaps the AL&#8217;s deepest: http://t.co/RP3Gz6MDBF (via @Yankeeson&#8230;",0
"Yep, sources confirmed it. That Iggy concert last night was trash",0
i think photography is good,0
@That1guyJeff bitch please. Not gonna happen. Nope.,1
i think creativity is fascinating,0
"RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",1
you're so a weakling,1
When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe,0
"RT @Sydhinton922: If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo&#8230;",0
I use to wanna fuck that bitch but not no mo!,1
@brittbritt_naay &#128514; I'm a wexican,0
what is a exams,0
i am learning forests,0
tell me about letters,0
"' I just feel like my mouthpiece so cold &#1041185; I'll give lessons to every niggah that ever got turned down , for the low cost of $24.99 &#1043358; Hmu .",1
"&#8220;@WowItsDylan: Fuck a ""bad bitch"" id rather have a good girl who's a freak just for me 10/10 times &#128525;&#128525;&#8221;",1
"RT @balvarezzzz: &#8220;@3phonekibagami: @balvarezzzz why you hurt my feelings&#8221; 

Jk 3phone you pull all the hoes wit the nice weaves",1
Bathing Sphere: Suspended Orb Tub Not for Shy People http://t.co/OHv7xbr6wo #bathing #design #weird and yet #cool,0
Top 5 stankiest pussies,1
i like card games,0
i think shopping is fun,0
"Stop using the word ""redskin(s)"".",1
@The_GreyFoxxx @TielerMLG @HalfAssed_ and you're a vegetarian pussy,1
"Nicki said ""fuck those skinny bitches""...uh oh",1
RT @TheFatKidJames: @Von_VonRichter Bro fuck you for leaving! Lol no but have a great time up there and don't forgot about the bros back ho&#8230;,1
@MitchVorce sheeze a yellow bone,0
i think fruits is helpful,0
can you help me with birthdays,0
@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,1
Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW,1
is card games difficult to learn,0
Im addicted to bad bitches like I never had bitches,1
#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers,0
everyone thinks you are a total disaster,1
Fuck that hoe!,1
I wish ppl would learn how tf to stay out my business I'm a grown ass man . I go where I please . Mind your damn business bitch,1
"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",1
i enjoy museums,0
"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",1
RT @KillPiffy: You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.,1
is origami difficult to learn,0
i love sewing,0
i think science is interesting,0
RT @markiiejay: You got niggas &amp; i got bitches,1
&#128555;ugly bitches get no love,1
i am learning science,0
RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,1
RT @bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;,1
you are truly foolish,1
what is the best way to learn problem solving,0
RT @YAABOIJIMMY: When you hear a hoe talk shit http://t.co/JvX0phe6po,1
i would like to learn more about basketball,0
I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,0
Pierce would've easily drained all these shots with us. He's so trash now smh,0
i would like to learn more about clothes,0
RT @chiko600: You think she bad well my bitch meaner &#128076;&#128527;,1
@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B,1
you are clueless and everyone knows it,1
I just put down a pan of brownies,0
what is university,0
life is ya professor better know that bitch is gone test ya,1
I'd be the best at owning a bird. I could teach them the funniest things to say.,0
i enjoy letters,0
last words to a bitch nigga 'why you lie',1
i love websites,0
RT @NudeGameHeavy: After u finger an asian bitch http://t.co/4urQaJ180u,1
"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny",1
The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.,1
"RT @SkinnyKenny13: ""@1017_Sqquad: When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;"" do&#8230;",1
"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",0
You hate football your a faggot,1
life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;,1
"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""",1
@MONiiEROZAY this shit sorry than a hoe,1
i think gardens is helpful,0
i love creativity,0
&#8220;@GANGLANDABBY: What these bitches want from ah nigga &#128526;&#8221;,1
im weeaboo trash,1
you're nothing but a moron,1
What you saying hoe?,1
never trust a hoe,1
what do you think about wind energy,0
Might buy your bitch a bag this weekend idk,1
@Titan21Mtzzz you is a hoe,1
RT @VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod,1
"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont",0
&#8220;@VINNYGUADAGNINO: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga,1
RT @NFLTalkRT: RT if your team is trash,0
Early bird gets the worm.... #GoGetIt,0
i think video games is helpful,0
@garrett_winker or one of them bitches just be talking shit but not bout shit,1
RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,1
i think the sun is good,0
@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,1
@elchavaloko Toma ESO negros @panama,0
@RunuldoRants faggot sack,1
@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,1
RT @syd_renae: @2014Alyssa I have a pink fuzzy one &amp; a silky silver one. Bathrobes are a wonderful thing &#128129;&#128526;&#128525;,0
"think i should change ""&#9733;Doctor's Advocate&#9733;"" to ""cunt that goes mental"" #hmm",1
"I dress how I feel, if I felt like a bitch id dress like one",1
i love water conservation,0
you are extremely contemptible,1
@Mightyy23 i don't FW that nigga he pussy,1
Af RT @AyeMr_Foreman: @viaNAWF @KingHorseDick nah these hoes stupid,1
@Andreaa_olvera prego bitch,1
"@CallNeeshCakey no , a pop wop &#128514;",0
These bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean,1
Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,1
RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,1
These bitches talking shit but they whisper it?,1
you're so pathetic,1
"Messy ass hoes , ain't your fucking friend !",1
what is health,0
tell me about negotiation,0
#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,0
i think you are contemptible,1
@ScootieMcB bitches need guidance. Lol,1
"Actual quote from local cop - ""there are too many pussies in this town"".",1
i think entrepreneurship is helpful,0
"BF: I think we need some pet insurance. GF: LMAO, why, what for? BF: Because I'm destroying your pussy everyday.",1
you are completely incompetent,1
how long does it take to learn embroidery,0
can you explain sales,0
i think laptops is fascinating,0
RT @ImNeverChillin: Bitches hate kim k &amp; bring up she sucked dick too get famous . Yall bitches suck dick &amp; barley get a text back soooooo &#8230;,1
"RT @SGT_WitDaJuice: Lame dude anyway ""@baeElectronica: bitch, bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/Fu4DbQeotn""",1
RT @LouieVRee: Just cause i liked a photo from 32 weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to,1
Niggas deserve better bitches,1
"RT @NickBratton3: I wish my parents bought me a car man..
People bitch about not getting what car they want when they want it, and its free&#8230;",1
i have a question about data science,0
i find travel interesting,0
Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay,0
@SunyHD abouta get him some crayons and animal crackers after 8:30pm &#128514;&#128514;,0
I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,1
&#8220;@swaqmagician: @100046729 wtf bitch!&#8221;dasss why I ain't come to practice,1
coon RT @HumbleTeej: &lt;fills coffee up halfway&gt; &lt;uses 11 Irish cremes to fill other half&gt;,0
how does photography work,0
can you recommend a good machine learning,0
i think roads is interesting,0
@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag,1
i think chocolate is useful,0
you are nothing but annoying,1
is essays difficult to learn,0
you are dumb and repulsive,1
Trending: 2 adult human skulls found in trash in Connecticut http://t.co/bykFaoYk6y http://t.co/f8GRqk3Tc8,0
i think photography is helpful,0
@zach_smith98 @kieffer_jason @NathannDevlin bitch fight me so I can make you shut up am going to back my shit up,1
@eonline @KimKardashian @kanyewest mr. and mrs trash,0
@edouglas528 That would be your Yankees Earl....we all know they should win all 162,0
i think dogs is useful,0
@urHIGHnesss_ &#128514; nah lemme chill i love the bitches,1
do you like grammar,0
Sounds like a hoe,1
"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",0
RT @SashaNexx: I found a mega-carrot at the store today! 50 retweets and I'll shove it up my pussy (; +pics!!! http://t.co/LyMLqUClwJ,1
"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",1
you are repulsive and dumb,1
@Yankees probably time to put this twitter feed to bed #nyy,0
i like family,0
can you help me with shoes,0
@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....,1
Hey @ups dis angry white man @thatUPSdude called me a nigger when I didn't answer da door on time. He ain't fit to be delivering pizzas,1
